session,gross_return,transaction_cost,borrow_cost,net_return,gross,net,turnover,long_pnl,short_pnl,cost_drag
2019-07-15,0.0003414194969274733,0.0,3.93673616580942e-05,0.0003020521352693791,0.3183448408185185,-0.000968203741578879,0.0,0.00015036332840433791,0.0001910561685231353,3.93673616580942e-05
2019-07-16,-0.00021013172598449036,8.775961317160554e-05,1.243973684146573e-05,-0.0003103310759975616,0.3027002631423328,4.163336342344337e-17,0.2500000099999996,-0.0005938752957489131,0.00038374356976442285,0.00010019935001307127
2019-07-17,-0.0002695302945212874,0.0,1.2412048118335728e-05,-0.0002819423426396231,0.30181630725620384,-0.00021019695663217035,0.0,-0.0012080697377685812,0.0009385394432472939,1.2412048118335728e-05
2019-07-18,-0.0005089952563356951,0.0,1.2338386603747076e-05,-0.0005213336429394422,0.29975421147978865,-0.0004798625447234618,0.0,0.0003989543559651939,-0.0009079496123008893,1.2338386603747076e-05
2019-07-19,0.0003014448297101695,8.7747906216644e-05,1.4164670109744221e-05,0.00019953225338378128,0.34467363933711037,9.506284648352903e-16,0.25000000999999966,-0.0006107166060738183,0.0009121614357839882,0.00010191257632638822
2019-07-22,-0.0014531228373538374,0.0,4.22606614458124e-05,-0.0014953834987996497,0.34308230530977796,0.0003013846937440466,0.0,-0.00028243040802299144,-0.0011706924293308464,4.22606614458124e-05
2019-07-23,0.00021172743673329492,0.0,1.4204349393860337e-05,0.00019752308733943458,0.3444857055707687,-0.0011534630131661491,0.0,0.0014402821283548194,-0.001228554691621525,1.4204349393860337e-05
2019-07-24,-0.0006211405869208752,8.777736015896214e-05,1.323505772814037e-05,-0.0007221530048079778,0.3220530713847485,-5.195496810550537e-16,0.25000001,0.0012006229102990884,-0.0018217634972199639,0.00010101241788710251
2019-07-25,0.0010035901860702006,0.0,1.3394464567048131e-05,0.0009901957215031525,0.32531038166187987,-0.0006215894696246435,0.0,-0.0005049430131084125,0.0015085331991786133,1.3394464567048131e-05
2019-07-26,-0.00020282970049584486,0.0,1.3257348167544673e-05,-0.00021608704866338954,0.3229770949120674,0.00038162283514696273,0.0,0.0008059228861154647,-0.0010087525866113094,1.3257348167544673e-05
2019-07-29,-0.0003489410340667513,8.774634856858381e-05,4.0889131517429415e-05,-0.0004775765141527645,0.3316562889747052,-3.469446951953614e-17,0.25000000999999966,-0.0007677761338566375,0.00041883509978988653,0.00012863548008601322
2019-07-30,0.0004391331384260227,0.0,1.3601781594527529e-05,0.00042553135683149517,0.3306275777071028,-0.00034910775973374464,0.0,-0.00016576174338633245,0.0006048948818123555,1.3601781594527529e-05
2019-07-31,-0.0002772105841107022,0.0,1.354629983163391e-05,-0.00029075688394233614,0.3297166163227904,8.998708636531998e-05,0.0,-0.001871777786503611,0.00159456720239291,1.354629983163391e-05
2019-08-01,0.0014129439153545036,8.775305376197725e-05,1.3677054438808778e-05,0.0013115138071537176,0.3328083246776799,-3.400058012914542e-16,0.25000000999999933,-0.0006622028069403604,0.0020751467222948636,0.00010143010820078603
2019-08-02,-0.00013185786115716365,0.0,1.3488803681965711e-05,-0.00014534666483912936,0.3296386495082431,0.0014110932470774266,0.0,-0.0014423334755123943,0.0013104756143552314,1.3488803681965711e-05
2019-08-05,0.0005435077979034286,0.0,4.0149115612545e-05,0.0005033586822908836,0.32693335909174404,0.0012794213455457615,0.0,-0.004523526818668993,0.005067034616572422,4.0149115612545e-05
2019-08-06,0.00015878163311676462,8.775629848225839e-05,1.1819736556761244e-05,5.920559807774498e-05,0.2876135895478569,-7.632783294297951e-17,0.25000000999999933,0.002040880718512504,-0.001882099085395739,9.957603503901963e-05
2019-08-07,-0.00017155507678998785,0.0,1.1973720720976721e-05,-0.00018352879751096457,0.2915193097766786,0.00015877223291168446,0.0,0.00038475752234675906,-0.0005563125991367469,1.1973720720976721e-05
2019-08-08,0.0006057137981446215,0.0,1.2021651363412262e-05,0.0005936921467812092,0.2925140646527028,-1.278519032891362e-05,0.0,0.0029401395119733344,-0.002334425713828713,1.2021651363412262e-05
2019-08-09,6.31104312543725e-06,8.77726937154686e-05,1.1780133235580567e-05,-9.324178382561192e-05,0.286649908732461,5.156465532341059e-16,0.25000000999999966,-0.0009485127776879404,0.000954823820813378,9.955282695104917e-05
2019-08-12,1.5352569128735873e-05,0.0,3.510823725079841e-05,-1.9755668122062537e-05,0.2847731248881098,6.311631633746338e-06,0.0,-0.0019070451331257019,0.0019223977022544386,3.510823725079841e-05
2019-08-13,0.00041728352676408814,0.0,1.1544968538236805e-05,0.00040573855822585134,0.28094923239252395,2.166462876170179e-05,0.0,0.0022714134961398865,-0.0018541299693757987,1.1544968538236805e-05
2019-08-14,0.0003611294648645199,8.77641521026225e-05,1.1091392917323185e-05,0.0002622739198445742,0.2698905609881975,-8.066464163292153e-17,0.2500000099999994,-0.003812836065622558,0.0041739655304870804,9.885554501994568e-05
2019-08-15,0.00011140675002957993,0.0,1.0745508990519486e-05,0.00010066124103906045,0.2618350868774996,0.0003610347748588408,0.0,0.00015832086353213237,-4.691411350255252e-05,1.0745508990519486e-05
2019-08-16,4.7258826563142774e-05,0.0,1.0748283009547163e-05,3.651054355359561e-05,0.26201394720543913,0.00047239397312482615,0.0,0.0021081821343104496,-0.0020609233077473065,1.0748283009547163e-05
2019-08-19,-0.0001856620123916904,8.77723443862845e-05,3.945943515638452e-05,-0.0003128937919343594,0.32005986293511823,-6.140921104957897e-16,0.2500000099999995,0.0015939775134152273,-0.0017796395258069173,0.00012723177954266902
2019-08-20,0.00035621522482192963,0.0,1.3303579401380513e-05,0.00034291164542054914,0.32353471197719336,-0.00018572012306584777,0.0,-0.0006964867781381472,0.0010527020029600768,1.3303579401380513e-05
2019-08-21,0.00020075838201915832,0.0,1.3212525220318966e-05,0.00018754585679883935,0.3216752170181364,0.00017043665704157517,0.0,0.0018166788973823756,-0.0016159205153632179,1.3212525220318966e-05
2019-08-22,-0.00085162124726258,8.77827827030516e-05,1.213772943683313e-05,-0.0009515417594024647,0.2953514162962726,-1.8301332671555315e-16,0.25000000999999994,-0.00014194956925995053,-0.0007096716780026296,9.992051213988473e-05
2019-08-23,0.00025170747659061517,0.0,1.2207674728136068e-05,0.0002394998018624791,0.2962009860123823,-0.000852432372262033,0.0,-0.003691177110370556,0.003942884586961169,1.2207674728136068e-05
2019-08-26,-0.00013404243019513043,0.0,3.5642269750532135e-05,-0.00016968469994566257,0.2884978291421333,-0.0006005810566273549,0.0,0.0014244960452225465,-0.0015585384754176774,3.5642269750532135e-05
2019-08-27,-0.00030997687275138906,8.777859220785795e-05,1.4128536392616155e-05,-0.0004118840013518632,0.3437943855536596,-1.682681771697503e-16,0.2500000099999999,-0.0010772993725755727,0.0007673224998241835,0.0001019071286004741
2019-08-28,0.00018271808262828736,0.0,1.4071264518624889e-05,0.00016864681810966248,0.3420906653533307,-0.00031010459987498504,0.0,0.0017282597599207273,-0.0015455416772924401,1.4071264518624889e-05
2019-08-29,0.0008134679872188564,0.0,1.4195901247840402e-05,0.000799272085971016,0.3453062319932447,-0.00012736503753837253,0.0,0.0025459184850985805,-0.0017324504978797255,1.4195901247840402e-05
2019-08-30,0.001148323920682759,8.77775472583701e-05,1.273358656367084e-05,0.0010478127868607178,0.3098506063826567,-3.7556763254897874e-16,0.25000000999999916,0.0002751404697722027,0.0008731834509105562,0.00010051113382204095
2019-09-03,5.835939738926016e-05,0.0,5.0594258931974424e-05,7.765138457285734e-06,0.30892886378781115,0.001147121951633378,0.0,-0.0009676854137087329,0.0010260448110979924,5.0594258931974424e-05
2019-09-04,0.0006425879698903166,0.0,1.2564134720520669e-05,0.0006300238351697959,0.30693275018770205,0.0012054719883657413,0.0,0.0019128846738239605,-0.0012702967039336442,1.2564134720520669e-05
2019-09-05,-0.0004989509945673158,8.778567928229782e-05,1.2539083518165966e-05,-0.0005992757573677796,0.30511769894203844,-8.153200337090993e-17,0.25000000999999983,0.001939655758906226,-0.0024386067534735425,0.0001003247628004638
2019-09-06,-0.00013278564846891578,0.0,1.2747156011531408e-05,-0.00014553280448044719,0.3096815460974986,-0.0004992501830989914,0.0,9.06626917536096e-05,-0.0002234483402225254,1.2747156011531408e-05
2019-09-09,-0.0007182897563312537,0.0,3.83021391033293e-05,-0.000756591895434583,0.31004077823343434,-0.0006321278269033389,0.0,-0.00011037075148629302,-0.0006079190048449606,3.83021391033293e-05
2019-09-10,-0.0027064750121328245,8.777834693959198e-05,1.3230590217585254e-05,-0.0028074839492900016,0.3219443619612402,-1.029558382992235e-15,0.2500000099999996,-0.0009746445219958095,-0.0017318304901370138,0.00010100893715717723
2019-09-11,-0.0005049871503235614,0.0,1.34105824446152e-05,-0.0005183977327681765,0.3236100780292771,-0.0027140947896927697,0.0,0.0008214497593520359,-0.001326436909675597,1.34105824446152e-05
2019-09-12,0.0013192617430031412,0.0,1.3526616823862872e-05,0.0013057351261792783,0.32592692447700167,-0.0032207515703282005,0.0,0.0009850177105982473,0.0003342440324048942,1.3526616823862872e-05
2019-09-13,-0.00036445865170646984,8.777015107274094e-05,1.080139411665915e-05,-0.0004630301968958699,0.2628339235053728,6.158268339717665e-17,0.2500000099999998,-5.980644060359212e-05,-0.0003046522111028777,9.85715451894001e-05
2019-09-16,0.0006423046492273663,0.0,3.2494347937586644e-05,0.0006098103012897797,0.26320063911962677,-0.00036462748524269777,0.0,0.00018864749145337557,0.0004536571577739909,3.2494347937586644e-05
2019-09-17,0.0003146025119829484,0.0,1.0787584042973394e-05,0.00030381492793997504,0.2627753863158054,0.0002775079367861328,0.0,0.0004896565055635157,-0.00017505399358056688,1.0787584042973394e-05
2019-09-18,-9.73649268653443e-05,8.780047188436259e-05,1.162576330083449e-05,-0.0001967911620505414,0.2828935736536391,-1.249000902703301e-16,0.25000001,-0.00015314576838965343,5.578084152430912e-05,9.942623518519709e-05
2019-09-19,7.022604298291906e-05,0.0,1.1623465969509052e-05,5.860257701341001e-05,0.28274028783352645,-9.738409119393852e-05,0.0,-8.424012279673386e-05,0.00015446616577965289,1.1623465969509052e-05
2019-09-20,-2.7411686745495105e-05,0.0,1.1610089739088824e-05,-3.902177648458393e-05,0.2824850271943887,-2.7156456772663498e-05,0.0,-0.0005319951724892963,0.0005045834857438015,1.1610089739088824e-05
2019-09-23,4.829141550970111e-05,8.777746957090158e-05,3.7455619181158175e-05,-7.694167324235864e-05,0.30380668891383855,-1.9081958235744878e-17,0.25000000999999916,0.00011714107594401252,-6.884966043431142e-05,0.00012523308875205975
2019-09-24,-0.0005583065995509684,0.0,1.2491826411945462e-05,-0.0005707984259629139,0.3040160711554242,4.829513141791329e-05,0.0,-0.0016875795402233145,0.0011292729406723464,1.2491826411945462e-05
2019-09-25,-0.00020975805843501133,0.0,1.2406090835038589e-05,-0.00022216414927004992,0.30137124090446726,-0.000510302748138462,0.0,0.0005545853643988679,-0.0007643434228338796,1.2406090835038589e-05
2019-09-26,-0.0006396671559025768,8.778003486054115e-05,1.22554868457402e-05,-0.0007397026776088582,0.29821684657967806,-2.1423834928313568e-16,0.25000000999999994,-0.0006792765223430083,3.9609366440431614e-05,0.00010003552170628135
2019-09-27,0.00010556755504930905,0.0,1.2261300998554836e-05,9.33062540507542e-05,0.29771818362849745,-0.0006401406696701899,0.0,-0.0006857044551549486,0.000791272010204258,1.2261300998554836e-05
2019-09-30,0.00026166823471871815,0.0,3.658538118389353e-05,0.00022508285353482462,0.2962135685846546,-0.0005345232402596311,0.0,0.0008465751081663906,-0.0005849068734476722,3.658538118389353e-05
2019-10-01,-0.00032770127193942086,8.776759321843792e-05,1.225665489228305e-05,-0.00042772552005014184,0.29824526904555443,2.0990154059319366e-16,0.25000000999999944,-0.0022768605216901975,0.0019491592497507778,0.00010002424811072096
2019-10-02,-0.0003357082261702739,0.0,1.2101626196798999e-05,-0.0003478098523670729,0.2941450626239945,-0.00032784149811448515,0.0,-0.002661456437575459,0.0023257482114051836,1.2101626196798999e-05
2019-10-03,-0.00027365866004388476,0.0,1.1914612829289381e-05,-0.00028557327287317415,0.2892584649189932,-0.0006637805937150607,0.0,0.0008054742098827006,-0.0010791328699265856,1.1914612829289381e-05
2019-10-04,-0.0003482026880941622,8.778598161927134e-05,1.3029802034186291e-05,-0.00044901847174761984,0.3170585161651999,9.974659986866641e-17,0.25000000999999983,0.001950210336196549,-0.002298413024290711,0.00010081578365345764
2019-10-07,0.00018623689463337354,0.0,3.9673952418634306e-05,0.00014656294221473924,0.3214514771767101,-0.00034835910776825213,0.0,-0.0007082443665364343,0.000894481261169808,3.9673952418634306e-05
2019-10-08,0.0003118739246327749,0.0,1.3149204612328288e-05,0.00029872472002044663,0.31980188044448,-0.0001620984555083093,0.0,-0.002401396564862659,0.0027132704894954358,1.3149204612328288e-05
2019-10-09,-0.00018180134188120443,8.779148335118903e-05,1.309939888849512e-05,-0.0002826922241208886,0.31875203962004806,8.153200337090993e-17,0.25000000999999983,0.0015214178124392905,-0.001703219154320494,0.00010089088223968414
2019-10-10,0.0001356450247599187,0.0,1.3243133234707174e-05,0.00012240189152521152,0.322067722627635,-0.00018185275023954207,0.0,0.0012046515783689586,-0.0010690065536090399,1.3243133234707174e-05
2019-10-11,0.001287571799612614,0.0,1.3329365247539474e-05,0.0012742424343650744,0.3243016856198683,-4.6202070258851216e-05,0.0,0.00274367670561231,-0.0014561049059996967,1.3329365247539474e-05
2019-10-14,7.216083437375137e-05,8.77888613232599e-05,3.204154683827725e-05,-4.7669573787785786e-05,0.25989254657713756,-1.960237527853792e-16,0.25000000999999966,-0.00023227918394856805,0.00030444001832231915,0.00011983040816153714
2019-10-15,3.465446356187527e-05,0.0,1.0656001112531035e-05,2.3998462449344236e-05,0.25936819134600225,7.216427441376211e-05,0.0,0.0012430466796642518,-0.0012083922161023766,1.0656001112531035e-05
2019-10-16,0.0003971218117964768,0.0,1.0755062915730308e-05,0.0003863667488807465,0.2618133471239892,0.0001068161745516813,0.0,-0.0003918944214487491,0.0007890162332452257,1.0755062915730308e-05
2019-10-17,-0.00035381129260142425,8.77874592955659e-05,1.1965945884369838e-05,-0.00045356469778136,0.29117134985299925,-9.71445146547012e-17,0.25000000999999994,0.0003265334352729704,-0.0006803447278743947,9.975340517993574e-05
2019-10-18,0.00021165014227794417,0.0,1.2027319796795389e-05,0.00019962282248114877,0.2923108098802882,-0.0003539718417329314,0.0,-9.20009932340541e-05,0.00030365113551199816,1.2027319796795389e-05
2019-10-21,-0.000241852131619191,0.0,3.599990010598898e-05,-0.00027785203172518,0.2918568964541114,-0.00014229329446593247,0.0,0.0009395999422973152,-0.0011814520739165063,3.599990010598898e-05
2019-10-22,-0.001134004716443386,8.778983149424293e-05,1.3938667071545804e-05,-0.0012357332150091747,0.33917423207428105,-1.9949319973733282e-16,0.2500000099999993,-0.0010087022557254699,-0.0001253024607179162,0.00010172849856578874
2019-10-23,-0.00034560126156821713,0.0,1.3966224431351668e-05,-0.0003595674859995688,0.3387093867186771,-0.001135407777546879,0.0,0.00022098636961022407,-0.0005665876311784415,1.3966224431351668e-05
2019-10-24,0.002009451665829669,0.0,1.4017833634949174e-05,0.00199543383219472,0.33961907669707125,-0.0014815417533587567,0.0,0.0019479852359485664,6.146642988110232e-05,1.4017833634949174e-05
2019-10-25,-0.00047864469548597645,8.779378580110975e-05,1.1823164998554169e-05,-0.0005782616462856404,0.28769701496481825,4.683753385137379e-17,0.25000001,0.00045040944203542896,-0.0009290541375214053,9.961695079966391e-05
2019-10-28,-0.0003815737281098651,0.0,3.571923189963342e-05,-0.00041729296000949853,0.2892437371039706,-0.00047892163750046235,0.0,0.00010746393289714247,-0.0004890376610070076,3.571923189963342e-05
2019-10-29,0.0007377413613897913,0.0,1.1951592825005065e-05,0.0007257897685647863,0.2899612374809512,-0.0008608545941720712,0.0,0.0005222091591823415,0.0002155322022074499,1.1951592825005065e-05
2019-10-30,0.0008613670131265577,8.776602689614583e-05,1.161457224452916e-05,0.0007619864139858827,0.28262125795020954,1.474514954580286e-17,0.2500000099999998,0.0006286592897102685,0.00023270772341628932,9.9380599140675e-05
2019-10-31,0.00021814248125745338,0.0,1.15866167377923e-05,0.00020655586451966108,0.2828017184491934,0.000860711162914073,0.0,-0.0006175378499951259,0.0008356803312525796,1.15866167377923e-05
2019-11-01,0.00018883835052659802,0.0,1.1515552078353837e-05,0.00017732279844824417,0.28129039808658785,0.0010786308466444947,0.0,0.00140009016494023,-0.0012112518144136318,1.1515552078353837e-05
2019-11-04,-0.00032386402911660907,8.777071581567664e-05,3.46433797092068e-05,-0.0004462781246414925,0.2809963020857882,-2.641116492174689e-16,0.2500000099999997,0.00033547685498066,-0.000659340884097269,0.00012241409552488344
2019-11-05,-0.0003110895180405326,0.0,1.1607165661958937e-05,-0.0003226966837024915,0.2821170224805882,-0.00032400862707934047,0.0,-0.00047129174805718194,0.0001602022300166492,1.1607165661958937e-05
2019-11-06,0.0003499687470897393,0.0,1.159774090791165e-05,0.00033837100618182764,0.28157639227050896,-0.0006353031553412475,0.0,0.00020732493744299484,0.00014264380964674423,1.159774090791165e-05
2019-11-07,0.00011117501077059826,8.778007812727387e-05,1.1400272100911213e-05,1.1994660542413173e-05,0.27740662112217296,1.231653667943533e-16,0.2500000099999998,0.0004559244440898811,-0.00034474943331928284,9.918035022818509e-05
2019-11-08,-0.0006107267273146481,0.0,1.1428470590147826e-05,-0.000622155197904796,0.2782039580375439,0.0001111736772801946,0.0,5.2105144539055194e-05,-0.0006628318718537035,1.1428470590147826e-05
2019-11-11,-0.000157144885847217,0.0,3.447029563984867e-05,-0.00019161518148706565,0.27909253392461425,-0.0004998640430470772,0.0,-0.0002021618812894537,4.501699544223663e-05,3.447029563984867e-05
2019-11-12,-0.0005139932447057478,8.777111084765627e-05,1.366328297507275e-05,-0.0006154276385284768,0.33247321906010363,-8.673617379884035e-18,0.2500000099999994,0.00012710125599318047,-0.0006410945006989282,0.00010143439382272903
2019-11-13,-0.0004643519744356893,0.0,1.3724422062420377e-05,-0.0004780763964981097,0.3334466270870792,-0.0005143097651499956,0.0,-7.32027719858565e-05,-0.000391149202449833,1.3724422062420377e-05
2019-11-14,-0.0005221176934637917,0.0,1.3763151149642881e-05,-0.0005358808446134346,0.33392421480285955,-0.0009791298384505508,0.0,-6.55895296773789e-05,-0.0004565281637864127,1.3763151149642881e-05
2019-11-15,0.00023187664728119858,8.776264366326203e-05,1.3836802011256936e-05,0.0001302772016066796,0.3366955156072514,-6.245004513516506e-16,0.2500000099999992,0.0012692214247201814,-0.0010373447774389827,0.00010159944567451896
2019-11-18,-0.00019025863399006117,0.0,4.1760749203979576e-05,-0.00023201938319404074,0.3389579233196981,0.00023184644297478182,0.0,-0.00018812187451427824,-2.1367594757829164e-06,4.1760749203979576e-05
2019-11-19,-4.383747244073998e-05,0.0,1.3923655916783983e-05,-5.776112835752396e-05,0.33885055810214537,4.159746040182516e-05,0.0,0.00011641948676876645,-0.00016025695920950648,1.3923655916783983e-05
2019-11-20,-0.0011676568112957138,8.775961453482584e-05,1.4061363875817694e-05,-0.0012694777897063571,0.34215985431156415,2.3592239273284576e-16,0.2500000099999992,-0.0008603701162329058,-0.000307286695062808,0.00010182097841064354
2019-11-21,0.00043718704300506377,0.0,1.4104525698616524e-05,0.00042308251730644727,0.3420409843231616,-0.0011691410098404968,0.0,-0.00017592247668266522,0.0006131095196877289,1.4104525698616524e-05
2019-11-22,0.0011719271609406294,0.0,1.4048189591938362e-05,0.0011578789713486911,0.34110763564962815,-0.0007316444208720838,0.0,0.000899797922169745,0.00027212923877088465,1.4048189591938362e-05
2019-11-25,5.128877111792643e-05,8.77522385125826e-05,3.5003270034636975e-05,-7.146673742929315e-05,0.28391541250316615,-4.2240516640035253e-16,0.25000000999999994,0.0011999292522766514,-0.0011486404811587249,0.00012275550854721958
2019-11-26,-0.00016521827538716843,0.0,1.1763006148554702e-05,-0.00017698128153572314,0.2862844420516517,5.129243682061059e-05,0.0,0.0003020615057633009,-0.0004672797811504692,1.1763006148554702e-05
2019-11-27,-0.0002660987622701066,0.0,1.1803501704767852e-05,-0.00027790226397487447,0.287104595477808,-0.00011394600487652212,0.0,0.0004006265068824842,-0.0006667252691525909,1.1803501704767852e-05
2019-11-29,0.00015899943333914495,8.77535208795685e-05,2.7222671908201286e-05,4.402324055137516e-05,0.3312091748831157,2.2551405187698492e-17,0.2500000099999996,-0.0006575357702024673,0.0008165352035416122,0.00011497619278776979
2019-12-02,1.1595071323891481e-05,0.0,4.0630881711773894e-05,-2.9035810387882412e-05,0.3297205885405875,0.0001589924339769986,0.0,-0.0015067170019874153,0.001518312073311307,4.0630881711773894e-05
2019-12-03,0.00011313703786079703,0.0,1.3419224102155676e-05,9.971781375864136e-05,0.32670504561104596,0.0001705924585911709,0.0,-0.001011489434126666,0.001124626471987463,1.3419224102155676e-05
2019-12-04,0.00024011789140461525,8.773281257104537e-05,1.3021218023483584e-05,0.00013936386081008628,0.31684963857143383,-8.673617379884035e-17,0.2500000099999999,0.0011046922669506035,-0.000864574375545988,0.00010075403059452895
2019-12-05,-7.0729985987551e-05,0.0,1.309045459477062e-05,-8.382044058232162e-05,0.31877447957172955,0.00024008443231112245,0.0,0.00013641983401622564,-0.00020714982000377677,1.309045459477062e-05
2019-12-06,0.0004705410021520583,0.0,1.3108579374272232e-05,0.00045743242277778605,0.3191448000835021,0.00016936864287783737,0.0,0.0018368253387585434,-0.0013662843366064853,1.3108579374272232e-05
2019-12-09,0.00046333594152193067,8.774296766554742e-05,3.5033324098385846e-05,0.0003405596497579974,0.28415918435357407,-9.194034422677078e-17,0.25000000999999944,-5.942027439745658e-05,0.0005227562159193876,0.00012277629176393328
2019-12-10,0.00022552603052012813,0.0,1.1630847437809998e-05,0.00021389518308231813,0.28348046585509235,0.00046317820171568914,0.0,0.00016226993936055463,6.325609115957355e-05,1.1630847437809998e-05
2019-12-11,-0.0002106100697829667,0.0,1.1623162168629706e-05,-0.0002222332319515964,0.2835188363898764,0.0006885569532202457,0.0,0.00044244580364821343,-0.00065305587343118,1.1623162168629706e-05
2019-12-12,0.0006092564509375519,8.773573838550367e-05,1.319469422087702e-05,0.0005083260183311712,0.3210708927080075,-7.719519468096792e-17,0.2500000099999993,0.0021140598847048967,-0.001504803433767343,0.00010093043260638069
2019-12-13,-0.0005443038496341059,0.0,1.3311610057147369e-05,-0.0005576154596912533,0.32452479163129994,0.000608946907380668,0.0,-0.0003854445607735125,-0.00015885928886059337,1.3311610057147369e-05
2019-12-16,0.0002790465986253191,0.0,3.999630351216566e-05,0.00023905029511315343,0.3244791409447252,6.467912382592759e-05,0.0,0.001304663597513172,-0.0010256169988878529,3.999630351216566e-05
2019-12-17,0.00011203164512028839,8.774148576323979e-05,1.2928912554993978e-05,1.1361246802054628e-05,0.3146035388381864,-3.391384395534658e-16,0.2500000099999996,8.604465291924717e-05,2.5986992201041337e-05,0.00010067039831823377
2019-12-18,-0.0008369773223217676,0.0,1.2926629775195575e-05,-0.0008499039520969632,0.3146600215687409,0.00011203037231523501,0.0,-0.0004146087260074416,-0.0004223685963143257,1.2926629775195575e-05
2019-12-19,-0.0006411764114733619,0.0,1.2972370271051332e-05,-0.0006541487817444132,0.31493544631953013,-0.0007255636093856464,0.0,0.00038931605835515373,-0.001030492469828516,1.2972370271051332e-05
2019-12-20,0.00012817768546865188,8.772653753027559e-05,1.4508428640730868e-05,2.5942719297645426e-05,0.3530384302577845,8.760353553682876e-17,0.2500000099999997,0.0013807786367600317,-0.0012526009512913796,0.00010223496617100645
2019-12-23,-0.0006119107340979485,0.0,4.3833009283274384e-05,-0.0006557437433812229,0.35566258299128073,0.00012817436027729237,0.0,-0.0004154862146949887,-0.00019642451940295988,4.3833009283274384e-05
2019-12-24,1.6007130019699784e-05,0.0,1.4636745529776228e-05,1.370384489923556e-06,0.35567675410215727,-0.0004840537890642947,0.0,0.00016115072176732753,-0.00014514359174762784,1.4636745529776228e-05
2019-12-26,7.252950547308771e-05,8.773206223524448e-05,2.8266941393097715e-05,-4.346949815525449e-05,0.3439144536160222,-1.9081958235744878e-17,0.2500000099999994,0.0005874225130257552,-0.0005148930075526674,0.0001159990036283422
2019-12-27,-9.517869763822889e-05,0.0,1.4176406911066434e-05,-0.00010935510454929533,0.3450317674943812,7.253265843132697e-05,0.0,-0.0002734984330608621,0.0001783197354226333,1.4176406911066434e-05
2019-12-30,-1.4998377611504546e-05,0.0,4.248989797060392e-05,-5.7488275582108466e-05,0.34461763502340526,-2.264851593773362e-05,0.0,-0.0009305291886870481,0.000915530811075544,4.248989797060392e-05
2019-12-31,0.00030825805607222396,8.772364786871186e-05,1.3257556275516397e-05,0.0002072768519279957,0.32260053603756533,-3.469446951953614e-16,0.2500000099999997,0.0006042693106596338,-0.0002960112545874095,0.00010098120414422826
2020-01-02,9.352647195948164e-05,0.0,2.6558267021367683e-05,6.696820493811396e-05,0.3234337762678604,0.00030819417455358114,0.0,0.0011230613637572243,-0.001029534891797743,2.6558267021367683e-05
2020-01-03,-0.00048645086357051916,0.0,1.3362857930250566e-05,-0.0004998137215007697,0.32556457004856776,0.0004016937458039705,0.0,-0.0011763262967089201,0.0006898754331384014,1.3362857930250566e-05
2020-01-06,-0.0004985104901311317,8.772104298301e-05,4.007287487618445e-05,-0.0006263044079903261,0.3250355406623856,6.331740687315346e-16,0.2500000099999995,2.5126104432850527e-05,-0.0005236365945639824,0.00012779391785919445
2020-01-07,-0.0007460662132509128,0.0,1.3409061737412044e-05,-0.0007594752749883249,0.3257883460385783,-0.0004988229051147717,0.0,-0.00040871267885025367,-0.0003373535344006592,1.3409061737412044e-05
2020-01-08,0.00016220630039737478,0.0,1.3447002090781666e-05,0.00014875929830659312,0.3259645489095483,-0.0012458352994723452,0.0,0.0005826105823905006,-0.00042040428199312577,1.3447002090781666e-05
2020-01-09,-0.0001229913827050745,8.771115996814819e-05,1.3951232395859193e-05,-0.0002246537750690819,0.33947998829924053,1.0148132334464322e-16,0.25000001,0.0009476458030843385,-0.0010706371857894129,0.00010166239236400738
2020-01-10,-0.0001439560397820291,0.0,1.4042384647495423e-05,-0.00015799842442952453,0.34157500740299657,-0.00012301901939208932,0.0,-0.000651435959779181,0.0005074799199971522,1.4042384647495423e-05
2020-01-13,-0.000425570341028609,0.0,4.200865920938596e-05,-0.000467579000237995,0.34046988522865207,-0.0002670172474785156,0.0,0.000946772284723612,-0.001372342625752221,4.200865920938596e-05
2020-01-14,3.6248671420844984e-05,8.771605917184619e-05,1.4570081965154825e-05,-6.603746971615603e-05,0.35453866115210075,-2.2551405187698492e-17,0.2500000099999993,-2.6964476421096565e-05,6.32131478419417e-05,0.00010228614113700101
2020-01-15,-0.0008669516395965371,0.0,1.4565848255725413e-05,-0.0008815174878522626,0.3544718919546679,3.625106534944911e-05,0.0,-0.00048812243001838685,-0.00037882920957815037,1.4565848255725413e-05
2020-01-16,2.7621339347699435e-05,0.0,1.4609863753481835e-05,1.30114755942176e-05,0.35467525117064297,-0.0008314334974150409,0.0,0.0015585220164051937,-0.001530900677057494,1.4609863753481835e-05
2020-01-17,-0.0003191014487995837,8.770633639950675e-05,1.460901624189245e-05,-0.0004214168014409829,0.3554860618860499,3.4867941867133823e-16,0.2500000099999992,0.00040457014328351335,-0.0007236715920830973,0.0001023153526413992
2020-01-21,-0.0005832742473681541,0.0,5.869872102236589e-05,-0.00064197296839052,0.3567646502391876,-0.0003192359802049252,0.0,-0.000978118903329313,0.0003948446559611591,5.869872102236589e-05
2020-01-22,-9.131490911847874e-05,0.0,1.4651633222641718e-05,-0.00010596654234112045,0.3556199850973491,-0.0009030899869327171,0.0,0.00028286169169342164,-0.00037417660081190006,1.4651633222641718e-05
